full_title,url_stub,issn,product_id,change_history
Global Ecology and Conservation,global-ecology-and-conservation,23519894,17076,
Global Energy Interconnection,global-energy-interconnection,20965117,30018,
Global Environmental Change,global-environmental-change,9593780,1043,
Global Epidemiology,global-epidemiology,25901133,30067,
Global Finance Journal,global-finance-journal,10440283,7407,
Global Food Security,global-food-security,22119124,8790,
Global Health Journal,global-health-journal,24146447,30111,
Global Heart,global-heart,22118160,5498,Formerly known as CVD Prevention and Control
Global and Planetary Change,global-and-planetary-change,9218181,5335,
Global Transitions,global-transitions,25897918,18445,
Gondwana Research,gondwana-research,1342937X,6066,
Government Information Quarterly,government-information-quarterly,0740624X,7408,Incorporating Journal of Government Information
Grain & Oil Science and Technology,grain-and-oil-science-and-technology,25902598,30116,
Graphical Models,graphical-models,15240703,12044,Formerly known as Graphical Models and Image Processing
Green Energy & Environment,green-energy-and-environment,24680257,18336,
Groundwater for Sustainable Development,groundwater-for-sustainable-development,2352801X,18121,
Growth Hormone & IGF Research,growth-hormone-and-igf-research,10966374,12770,
Gynecologic Oncology,gynecologic-oncology,908258,12045,
Gynecologic Oncology Reports,gynecologic-oncology-reports,23525789,14068,Formerly known as Gynecologic Oncology Case Reports
Gynécologie Obstétrique Fertilité & Sénologie,gynecologie-obstetrique-fertilite-and-senologie,24687189,9104,Formerly known as Gynécologie Obstétrique & Fertilité
Habitat International,habitat-international,1973975,479,
Hand Clinics,hand-clinics,7490712,13063,
Hand Surgery and Rehabilitation ,hand-surgery-and-rehabilitation,24681229,9088,Formerly known as Chirurgie de la Main
HardwareX,hardwarex,24680672,18318,
Harmful Algae,harmful-algae,15689883,8550,
Health & Place,health-and-place,13538292,3092,
Health Policy,health-policy,1688510,8022,Formerly known as Health Policy and Education
Health Policy and Technology,health-policy-and-technology,22118837,12981,
Health Professions Education,health-professions-education,24523011,18224,
Healthcare,healthcare,22130764,14138,
Hearing Research,hearing-research,3785955,5043,
Heart Failure Clinics,heart-failure-clinics,15517136,13369,
Heart & Lung,heart-and-lung,1479563,13169,
"Heart, Lung and Circulation",heart-lung-and-circulation,14439506,5496,Formerly known as The Asia Pacific Heart Journal
Heart Rhythm,heart-rhythm,15475271,13360,
HeartRhythm Case Reports,heartrhythm-case-reports,22140271,14151,
Heliyon,heliyon,24058440,18230,
Hellenic Journal of Cardiology,hellenic-journal-of-cardiology,11099666,18356,
Hematology/Oncology Clinics of North America,hematology-oncology-clinics-of-north-america,8898588,13299,
Hematology/Oncology and Stem Cell Therapy,hematology-oncology-and-stem-cell-therapy,16583876,10160,
"Hematology, Transfusion and Cell Therapy",hematology-transfusion-and-cell-therapy,25311379,15904,Formerly known as Revista Brasileira de Hematologia e Hemoterapia
Hemorrhagic Stroke,hemorrhagic-stroke,2589238X,18420,
Hepatobiliary & Pancreatic Diseases International,hepatobiliary-and-pancreatic-diseases-international,14993872,8757,
High Energy Density Physics,high-energy-density-physics,15741818,5507,
Hipertensión y Riesgo Vascular,hipertension-y-riesgo-vascular,18891837,15727,Formerly known as Hipertensión
Historia Mathematica,historia-mathematica,3150860,12047,
HOMO,homo,0018442X,10023,
Hormones and Behavior,hormones-and-behavior,0018506X,12046,
Horticultural Plant Journal,horticultural-plant-journal,24680141,18316,
HPB,hpb,1365182X,18284,
Human Immunology,human-immunology,1988859,7660,
Human Microbiome Journal,human-microbiome-journal,24522317,18354,
Human Movement Science,human-movement-science,1679457,5274,
Human Pathology,human-pathology,468177,13064,
Human Pathology: Case Reports,human-pathology-case-reports,22143300,14155,
Human Resource Management Review,human-resource-management-review,10534822,7410,
Hydrometallurgy,hydrometallurgy,0304386X,5336,
HydroResearch,hydroresearch,25897578,18440,
IATSS Research,iatss-research,3861112,12899,
IBRO Reports,ibro-reports,24518301,18263,
Icarus,icarus,191035,12049,
ICT Express,ict-express,24059595,18247,
IDCases,idcases,22142509,18023,
IFAC Journal of Systems and Control,ifac-journal-of-systems-and-control,24686018,18378,
IFAC-PapersOnLine,ifac-papersonline,24058963,18189,Formerly known as IFAC Proceedings Volumes
IHJ Cardiovascular Case Reports,ihj-cardiovascular-case-reports,2468600X,18372,
IIMB Management Review,iimb-management-review,9703896,12768,
IJC Heart & Vasculature,ijc-heart-and-vasculature,23529067,8168,Formerly known as IJC Heart & Vessels
Image and Vision Computing,image-and-vision-computing,2628856,5278,
Imagerie de la Femme,imagerie-de-la-femme,17769817,15773,
Immunity,immunity,10747613,7591,
Immuno-Oncology Technology,immuno-oncology-technology,25900188,30017,
Immunobiology,immunobiology,1712985,10026,Formerly known as Zeitschrift für Immunitätsforschung: Immunobiology
Immunology and Allergy Clinics of North America,immunology-and-allergy-clinics-of-north-america,8898561,13300,
Immunology Letters,immunology-letters,1652478,5044,
In Analysis,in-analysis,25423606,16443,
Indagationes Mathematicae,indagationes-mathematicae,193577,5280,Incorporating Indagationes Mathematicae (Proceedings)
Indian Heart Journal,indian-heart-journal,194832,18007,
Indian Journal of Tuberculosis,indian-journal-of-tuberculosis,195707,18168,
Indian Pacing and Electrophysiology Journal,indian-pacing-and-electrophysiology-journal,9726292,18240,
Industrial Crops and Products,industrial-crops-and-products,9266690,5108,
Industrial Marketing Management,industrial-marketing-management,198501,7663,
Infant Behavior and Development,infant-behavior-and-development,1636383,7454,
"Infection, Disease & Health",infection-disease-and-health,24680451,18324,Formerly known as Healthcare Infection
"Infection, Genetics and Evolution",infection-genetics-and-evolution,15671348,5573,
Infection Prevention in Practice,infection-prevention-in-practice,25900889,30043,
Infectious Disease Clinics of North America,infectious-disease-clinics-of-north-america,8915520,13224,
Infectious Disease Modelling,infectious-disease-modelling,24680427,18312,
Informatics in Medicine Unlocked,informatics-in-medicine-unlocked,23529148,18129,
Information and Computation,information-and-computation,8905401,12048,Formerly known as Information and Control
Information Economics and Policy,information-economics-and-policy,1676245,5375,
Information Fusion,information-fusion,15662535,5561,
Information & Management,information-and-management,3787206,5374,
Information and Organization,information-and-organization,14717727,964,"Formerly known as Accounting, Management and Information Technologies"
Information Processing in Agriculture,information-processing-in-agriculture,22143173,17020,
Information Processing Letters,information-processing-letters,200190,5282,
Information Processing & Management,information-processing-and-management,3064573,244,Formerly known as Information Storage and Retrieval
Information Sciences,information-sciences,200255,7669,Incorporating Information Sciences - Applications
Information and Software Technology,information-and-software-technology,9505849,5281,Formerly known as Data Processing
Information Systems,information-systems,3064379,236,
Infrared Physics & Technology,infrared-physics-and-technology,13504495,5198,Formerly known as Infrared Physics
Injury,injury,201383,3040,
Innovative Food Science & Emerging Technologies,innovative-food-science-and-emerging-technologies,14668564,1059,
Inorganic Chemistry Communications,inorganic-chemistry-communications,13877003,6052,
Inorganica Chimica Acta,inorganica-chimica-acta,201693,6011,Incorporating Inorganica Chimica Acta Reviews
Insect Biochemistry and Molecular Biology,insect-biochemistry-and-molecular-biology,9651748,390,Formerly known as Insect Biochemistry
Insurance: Mathematics and Economics,insurance-mathematics-and-economics,1676687,5376,
Integration,integration,1679260,5286,
Integrative Medicine Research,integrative-medicine-research,22134220,10147,
Intelligence,intelligence,1602896,7455,
Intensive and Critical Care Nursing,intensive-and-critical-care-nursing,9643397,12744,Formerly known as Intensive Care Nursing
Interdisciplinary Neurosurgery,interdisciplinary-neurosurgery,22147519,18053,
Intermetallics,intermetallics,9669795,2041,
International Biodeterioration & Biodegradation,international-biodeterioration-and-biodegradation,9648305,2029,Formerly known as International Biodeterioration
International Business Review,international-business-review,9695931,133,Formerly known as Scandinavian International Business Review
International Communications in Heat and Mass Transfer,international-communications-in-heat-and-mass-transfer,7351933,208,Formerly known as Letters in Heat and Mass Transfer
International Dairy Journal,international-dairy-journal,9586946,2030,
International Economics,international-economics,21107017,17008,
International Emergency Nursing,international-emergency-nursing,1755599X,12738,Formerly known as Accident & Emergency Nursing
International Immunopharmacology,international-immunopharmacology,15675769,5576,Incorporating Immunopharmacology and International Journal of Immunopharmacology
International Journal of Accounting Information Systems,international-journal-of-accounting-information-systems,14670895,7464,
International Journal of Adhesion and Adhesives,international-journal-of-adhesion-and-adhesives,1437496,3042,
International Journal of Africa Nursing Sciences,international-journal-of-africa-nursing-sciences,22141391,8831,
International Journal of Antimicrobial Agents,international-journal-of-antimicrobial-agents,9248579,5047,
International Journal of Applied Earth Observation and Geoinformation,international-journal-of-applied-earth-observation-and-geoinformation,3032434,5539,
International Journal of Approximate Reasoning,international-journal-of-approximate-reasoning,0888613X,7662,
The International Journal of Biochemistry & Cell Biology,the-international-journal-of-biochemistry-and-cell-biology,13572725,395,Formerly known as International Journal of Biochemistry
International Journal of Biological Macromolecules,international-journal-of-biological-macromolecules,1418130,5048,
International Journal of Cardiology,international-journal-of-cardiology,1675273,8025,
International Journal of Cardiology Hypertension,international-journal-of-cardiology-hypertension,25900862,30056,
International Journal of Child-Computer Interaction,international-journal-of-child-computer-interaction,22128689,18006,
International Journal of Clinical and Health Psychology,international-journal-of-clinical-and-health-psychology,16972600,15827,
International Journal of Coal Geology,international-journal-of-coal-geology,1665162,5337,
International Journal of Critical Infrastructure Protection,international-journal-of-critical-infrastructure-protection,18745482,8628,
International Journal of Developmental Neuroscience,international-journal-of-developmental-neuroscience,7365748,712,
International Journal of Disaster Risk Reduction,international-journal-of-disaster-risk-reduction,22124209,8802,
International Journal of Drug Policy,international-journal-of-drug-policy,9553959,5519,
International Journal of Educational Development,international-journal-of-educational-development,7380593,719,
International Journal of Educational Research,international-journal-of-educational-research,8830355,968,Formerly known as Evaluation in Education
International Journal of Electrical Power & Energy Systems,international-journal-of-electrical-power-and-energy-systems,1420615,3044,
International Journal of Engineering Science,international-journal-of-engineering-science,207225,278,
International Journal of Fatigue,international-journal-of-fatigue,1421123,3045,
International Journal of Food Microbiology,international-journal-of-food-microbiology,1681605,5109,
International Journal of Forecasting,international-journal-of-forecasting,1692070,5378,
International Journal of Gastronomy and Food Science,international-journal-of-gastronomy-and-food-science,1878450X,10098,
International Journal of Geoheritage and Parks,international-journal-of-geoheritage-and-parks,25774441,30019,
International Journal of Greenhouse Gas Control,international-journal-of-greenhouse-gas-control,17505836,4089,
International Journal of Heat and Fluid Flow,international-journal-of-heat-and-fluid-flow,0142727X,7657,
International Journal of Heat and Mass Transfer,international-journal-of-heat-and-mass-transfer,179310,210,
International Journal of Hospitality Management,international-journal-of-hospitality-management,2784319,659,
International Journal of Human-Computer Studies,international-journal-of-human-computer-studies,10715819,12608,Formerly known as International Journal of Man-Machine Studies; Incorporating Knowledge Acquisition
International Journal of Hydrogen Energy,international-journal-of-hydrogen-energy,3603199,485,
